ID,Company,TypeName,Inches,Price,ram_gb,weight_kg,touchscreen,ips_panel,res_w,res_h,cpu_brand,cpu_tier,cpu_ghz,cpu_gen,ssd_gb,hdd_gb,flash_gb,gpu_brand,gpu_tier,os
411,Lenovo,Ultrabook,14.0,103523.04,8,1.7,0,1,2560,1440,Intel,i7,2.8,7,512,0,0,Nvidia,1,Win10
412,HP,Notebook,15.6,24988.32,4,2.1,0,0,1920,1080,Intel,i3,,6,0,1024,0,AMD,1,Win10
413,Acer,2 in 1 Convertible,13.3,42038.4528,8,1.6,1,1,1920,1080,Intel,i7,2.5,6,256,0,0,Intel,0,Win10
414,Asus,2 in 1 Convertible,13.3,49443.84,8,1.27,1,1,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
415,Dell,Notebook,15.6,31909.392,4,2.3,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,AMD,1,Linux
416,Dell,Notebook,13.3,36709.92,4,1.65,0,0,1366,768,Intel,i3,,6,128,0,0,Intel,0,Win10
417,HP,Ultrabook,14.0,79920.0,8,1.43,0,0,1920,1080,Intel,i7,2.5,6,256,0,0,Intel,0,Win10
418,Dell,Notebook,15.6,28768.536,8,2.14,0,0,1366,768,Intel,i5,2.5,7,0,1024,0,Intel,0,Win10
419,Lenovo,Ultrabook,14.0,64755.44640000001,8,1.75,0,1,1920,1080,Intel,i7,1.8,8,256,0,0,AMD,2,Win10
420,Lenovo,2 in 1 Convertible,15.6,101178.72,16,2.0,1,1,3840,2160,Intel,i7,2.8,7,512,0,0,Nvidia,2,Win10
421,Chuwi,Notebook,12.3,23922.72,6,1.4,0,1,2736,1824,Intel,Celeron,1.1,0,0,0,64,Intel,0,Win10
422,HP,Notebook,15.6,76030.56,8,2.31,0,0,1920,1080,Intel,i7,2.9,7,256,0,0,Intel,0,Win10
423,Asus,Notebook,15.6,31808.16,8,2.3,0,0,1920,1080,Intel,i3,2.4,7,0,1024,0,Nvidia,1,Linux
424,Dell,Gaming,17.3,149130.72,16,4.42,0,1,2560,1440,Intel,i7,2.9,7,256,1024,0,Nvidia,3,Win10
425,Dell,Gaming,15.6,61751.52,8,2.62,0,1,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,2,Win10
426,Dell,Notebook,15.6,60867.072,8,2.02,0,0,1920,1080,Intel,i7,1.8,8,256,2048,0,AMD,1,Win10
427,Dell,Ultrabook,14.0,58554.72,8,1.6,0,0,1920,1080,Intel,i7,2.8,7,256,0,0,Intel,0,Linux
428,HP,Gaming,17.3,106506.72,12,3.35,0,0,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,3,Win10
429,Mediacom,2 in 1 Convertible,11.6,15930.72,4,1.16,1,1,1920,1080,Intel,Celeron,1.1,0,32,0,0,Intel,0,Win10
430,Samsung,Netbook,11.6,14332.32,4,1.15,0,0,1366,768,Intel,Celeron,1.6,0,0,0,16,Intel,0,Linux
431,Lenovo,Notebook,13.3,53812.8,8,1.4,0,1,1920,1080,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
432,Lenovo,Notebook,14.0,31914.72,4,1.7,0,1,1920,1080,Intel,i3,2.7,7,128,0,0,Intel,0,Win10
433,Lenovo,Workstation,15.6,130269.6,16,2.3,0,1,3840,2160,Intel,i7,2.8,7,512,0,0,Nvidia,1,Win10
434,Lenovo,Notebook,15.6,130482.72,16,2.5,0,0,1920,1080,Intel,i7,2.9,7,512,0,0,Nvidia,3,Win10
435,Asus,Gaming,17.3,90309.6,8,3.2,0,0,1920,1080,AMD,Ryzen,3.2,0,256,1024,0,AMD,2,Win10
436,HP,Notebook,15.6,18488.16,4,2.1,0,0,1366,768,Intel,Celeron,1.6,0,0,500,0,Intel,0,Win10
437,Google,Ultrabook,12.3,117162.72,16,1.1,1,0,2400,1600,Intel,i7,1.3,0,512,0,0,Intel,0,Linux
438,Lenovo,Ultrabook,14.0,126912.96,24,1.32,0,0,2560,1440,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
439,Asus,Notebook,15.6,29783.52,4,2.0,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Linux
440,Lenovo,Notebook,17.3,27652.32,8,2.8,0,0,1600,900,AMD,Other,2.5,0,0,1024,0,AMD,1,Win10
441,Dell,Notebook,15.6,39906.72,4,2.2,0,0,1920,1080,Intel,i5,1.6,8,256,0,0,AMD,1,Win10
442,Lenovo,Ultrabook,12.5,76137.12,8,1.36,0,1,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
443,Lenovo,Notebook,15.6,18594.72,4,2.2,0,0,1920,1080,Intel,Pentium,1.1,0,128,0,0,Intel,0,Win10
444,HP,Gaming,15.6,58554.72,8,2.2,0,1,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,2,Win10
445,Dell,Notebook,14.0,62817.12,8,1.64,0,0,1920,1080,Intel,i5,2.8,7,256,0,0,Nvidia,1,Win10
446,Acer,Notebook,15.6,23539.104,4,2.4,0,0,1366,768,Intel,i5,2.5,7,0,500,0,Intel,0,Linux
447,Dell,Workstation,15.6,106187.04,8,2.23,0,0,1920,1080,Intel,Xeon,,1,0,1024,64,Nvidia,3,Win10
448,MSI,Gaming,15.6,54757.9872,8,2.2,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Nvidia,2,Win10
449,Microsoft,Ultrabook,13.5,137941.91999999998,16,1.25,1,0,2256,1504,Intel,i7,2.5,7,512,0,0,Intel,0,Win10
450,HP,Notebook,15.6,31381.92,8,1.91,0,0,1366,768,Intel,i5,2.5,7,128,0,0,Intel,0,Win10
451,Dell,Workstation,15.6,105228.0,16,2.17,0,1,1920,1080,Intel,i7,2.7,6,256,0,0,Nvidia,3,Win10
452,HP,Workstation,15.6,81731.52,8,2.31,0,1,1920,1080,Intel,i7,2.9,7,512,0,0,Intel,0,Win10
453,Lenovo,Notebook,14.0,71661.59999999999,8,1.65,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
454,Dell,Notebook,15.6,52161.12,8,2.36,0,0,1920,1080,Intel,i7,1.8,8,128,1024,0,AMD,1,Win10
455,Dell,2 in 1 Convertible,11.6,25521.12,4,1.47,1,0,1366,768,Intel,Pentium,1.6,0,0,500,0,Intel,0,Win10
456,Dell,Notebook,17.3,109010.88,8,4.42,0,1,1920,1080,Intel,i7,2.7,7,0,1024,0,Nvidia,2,Win10
457,Microsoft,Ultrabook,13.5,52693.92,4,1.252,1,0,2256,1504,Intel,Other,2.2,0,128,0,0,Intel,0,Win10
458,Microsoft,Ultrabook,13.5,95850.72,8,1.25,1,0,2256,1504,Intel,i7,2.5,7,256,0,0,Intel,0,Win10
459,HP,Notebook,17.3,34093.872,8,2.5,0,0,1600,900,Intel,i3,,6,256,0,0,Intel,0,Win10
460,Acer,Notebook,15.6,28984.32,4,2.23,0,0,1920,1080,Intel,i3,,6,0,1024,0,Nvidia,1,Win10
461,Acer,Netbook,11.6,23176.8,4,1.4,0,0,1366,768,Intel,Celeron,1.6,0,128,0,0,Intel,0,Win10
462,Asus,Notebook,15.6,39906.72,8,2.37,0,0,1920,1080,Intel,i5,2.5,7,0,1024,0,Intel,0,Win10
463,Lenovo,Notebook,14.0,42570.72,8,1.5,0,1,1920,1080,Intel,i7,2.7,7,512,0,0,AMD,1,NoOS
464,Lenovo,Notebook,15.6,111355.2,8,2.67,0,0,1920,1080,Intel,i7,2.9,7,256,0,0,Nvidia,3,Win10
465,Asus,Notebook,15.6,16197.12,4,2.0,0,0,1366,768,Intel,Pentium,1.1,0,0,500,0,Intel,0,Win10
466,Acer,Notebook,15.6,24988.32,4,2.2,0,0,1366,768,Intel,i3,,6,0,500,0,Nvidia,1,Win10
467,Dell,Notebook,15.6,40439.52,8,2.02,0,0,1920,1080,Intel,i5,1.6,8,0,2048,0,AMD,1,Win10
468,HP,Gaming,17.3,90522.72,12,3.78,0,1,1920,1080,Intel,i7,2.8,7,0,1024,0,Nvidia,2,Win10
469,Lenovo,Ultrabook,14.0,98994.24,12,1.4,0,1,2560,1440,Intel,i7,2.6,6,256,0,0,Intel,0,Win10
470,HP,2 in 1 Convertible,13.3,106506.72,8,1.29,1,1,3840,2160,Intel,i7,1.8,8,512,0,0,Intel,0,Win10
471,HP,Notebook,15.6,61485.12,8,1.9,0,0,1920,1080,Intel,i5,2.5,7,0,500,0,AMD,3,Win10
472,Google,Ultrabook,12.3,67932.0,8,1.1,1,0,2400,1600,Intel,i5,1.2,0,128,0,0,Intel,0,Linux
473,Dell,Ultrabook,13.3,98133.768,8,1.42,1,0,1920,1080,Intel,i5,1.6,8,256,0,0,Intel,0,Win10
474,Asus,Notebook,15.6,69210.72,12,2.06,0,1,3840,2160,Intel,i7,2.6,6,128,1024,0,Intel,0,Win10
475,Dell,Notebook,14.0,39427.2,8,1.79,0,0,1366,768,Intel,i3,2.3,6,128,0,0,Intel,0,Win10
476,Dell,Workstation,15.6,128298.24,8,1.78,0,0,1920,1080,Intel,i7,2.8,7,256,0,0,Nvidia,3,Win10
477,Lenovo,Notebook,14.0,72673.92,8,1.7,0,0,1920,1080,Intel,i5,2.5,7,180,0,0,Intel,0,Win10
478,Dell,Notebook,15.6,35964.0,8,2.2,0,0,1920,1080,Intel,i5,1.6,8,0,1024,0,AMD,1,Win10
479,Toshiba,Notebook,13.3,89084.16,8,1.05,0,1,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
480,Dell,Notebook,15.6,67239.36,8,2.16,0,1,1920,1080,Intel,i7,1.8,8,512,0,0,Nvidia,1,Win10
481,Dell,Notebook,15.6,31254.048,4,2.18,0,0,1366,768,Intel,i3,2.4,7,0,1024,0,Intel,0,Win10
482,HP,Notebook,13.3,38681.28,4,1.49,0,1,1920,1080,Intel,i5,1.6,8,128,0,0,Intel,0,Win10
483,Chuwi,Notebook,15.6,13261.392000000002,4,1.89,0,0,1920,1080,Intel,Atom,1.44,0,0,0,64,Intel,0,Win10
484,Lenovo,Notebook,15.6,30103.2,4,2.3,0,0,1366,768,Intel,i3,2.0,6,128,0,0,Intel,0,Win10
485,Lenovo,Notebook,14.0,55890.72,8,1.75,0,1,1920,1080,Intel,i5,1.6,8,256,0,0,Intel,0,Win10
486,Dell,Workstation,15.6,124568.64,16,2.17,0,1,1920,1080,Intel,i7,2.7,6,512,0,0,Nvidia,3,Win10
487,Dell,Notebook,15.6,101178.72,16,2.06,0,0,1920,1080,Intel,i7,2.8,7,512,0,0,Nvidia,2,Win10
488,Lenovo,Ultrabook,12.5,95797.44,16,1.36,0,1,1920,1080,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
489,Asus,Ultrabook,12.5,103896.0,16,0.91,0,0,1920,1080,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
490,Lenovo,Notebook,15.6,53918.82719999999,8,2.3,0,1,1920,1080,Intel,i5,2.5,7,256,0,0,Nvidia,1,Win10
491,Toshiba,Ultrabook,13.3,149130.72,32,1.05,1,0,1920,1080,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
492,Asus,Gaming,15.6,71928.0,8,1.99,0,0,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,2,Win10
493,Acer,Notebook,15.6,30849.12,8,2.2,0,0,1366,768,AMD,Other,2.5,9,0,1024,0,AMD,2,Win10
494,Asus,Gaming,17.3,67612.31999999999,24,4.33,1,1,1920,1080,Intel,i7,2.6,6,256,1024,0,Nvidia,2,Win10
495,Lenovo,Ultrabook,12.5,58554.72,8,1.3,0,1,1366,768,Intel,i5,2.3,6,180,0,0,Intel,0,Win10
496,Lenovo,Notebook,15.6,47893.39199999999,8,2.17,0,0,1920,1080,Intel,i7,1.8,8,256,0,0,Intel,0,Win10
497,HP,Notebook,14.0,93186.72,8,1.48,0,0,1920,1080,Intel,i7,2.8,7,1024,0,0,Intel,0,Win10
498,Lenovo,Notebook,13.3,50562.72,8,1.4,0,1,1920,1080,Intel,i3,2.4,7,256,0,0,Intel,0,Win10
499,Lenovo,Notebook,15.6,48538.08,8,2.3,0,1,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
500,Asus,Netbook,11.6,18115.2,4,1.2,0,0,1366,768,Intel,Celeron,1.1,0,0,0,64,Intel,0,Win10
501,HP,Notebook,15.6,32979.7872,8,1.91,0,0,1366,768,Intel,i5,2.5,7,256,0,0,AMD,1,Win10
502,Lenovo,2 in 1 Convertible,13.9,85194.72,8,1.4,1,1,1920,1080,Intel,i5,1.6,8,256,0,0,Intel,0,Win10
503,Lenovo,Notebook,14.0,15930.72,4,2.1,0,0,1366,768,Intel,Celeron,1.1,0,0,500,0,Intel,0,Win10
504,Lenovo,Netbook,11.6,14119.2,4,1.25,0,0,1366,768,Intel,Celeron,1.6,0,16,0,0,Intel,0,Linux
505,Lenovo,Notebook,13.3,50562.72,8,1.44,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
506,Asus,Notebook,15.6,65214.72,8,2.0,0,0,1920,1080,Intel,i7,2.7,7,256,1024,0,Intel,0,Win10
507,Acer,Notebook,15.6,32660.64,4,2.2,0,1,1920,1080,Intel,i5,1.6,8,0,1024,0,Nvidia,2,Win10
508,HP,Ultrabook,13.3,70489.44,8,1.34,0,1,1920,1080,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
509,Lenovo,Gaming,15.6,61218.72,8,2.4,0,1,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,2,NoOS
510,Dell,Ultrabook,13.3,47898.72,8,1.29,1,1,1920,1080,Intel,i5,2.5,7,128,0,0,Intel,0,Win10
511,Acer,Notebook,15.6,34045.92,4,2.2,0,0,1920,1080,Intel,i7,2.7,7,0,500,0,Nvidia,1,Win10
512,Dell,Notebook,15.6,44542.08,8,2.18,0,0,1920,1080,Intel,i5,2.5,7,0,1024,0,Intel,0,Win10
513,Dell,Notebook,15.6,64961.10719999999,16,2.2,0,0,1920,1080,Intel,i7,1.8,8,256,2048,0,AMD,1,Win10
514,Xiaomi,Notebook,15.6,74589.336,16,1.95,0,1,1920,1080,Intel,i7,1.8,8,256,0,0,Nvidia,2,NoOS
515,Asus,Netbook,11.6,13053.6,2,1.1,0,0,1366,768,Intel,Celeron,1.1,0,0,0,32,Intel,0,Win10
516,HP,Notebook,15.6,27783.9216,4,2.04,1,0,1366,768,Intel,i5,1.6,8,0,1024,0,Intel,0,Win10
517,Asus,Gaming,15.6,158135.04,24,2.24,0,0,1920,1080,Intel,i7,2.8,7,512,0,0,Nvidia,1,Win10
518,HP,Notebook,15.6,47365.92,8,2.04,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Nvidia,1,Win10
519,Asus,Gaming,17.3,80133.12,16,3.0,0,0,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,1,Win10
520,Lenovo,Gaming,15.6,74538.72,8,3.2,0,1,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,2,Win10
521,HP,Ultrabook,13.3,74538.72,8,1.32,0,1,1920,1080,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
522,Dell,Notebook,14.0,68184.0144,8,1.64,0,0,1920,1080,Intel,i5,2.6,7,256,0,0,Intel,0,Win10
523,HP,Notebook,15.6,36709.92,4,1.63,0,0,1366,768,Intel,i3,,6,128,0,0,Intel,0,Win10
524,Dell,Notebook,17.3,47365.92,8,2.8,0,1,1920,1080,Intel,i5,1.6,8,128,1024,0,AMD,1,Linux
525,Lenovo,Notebook,14.0,71395.2,8,2.02,0,0,1920,1080,Intel,i5,2.3,6,256,0,0,Intel,0,WinOther
526,Lenovo,Notebook,15.6,42570.72,4,2.2,0,0,1920,1080,Intel,i7,2.7,7,0,1024,0,Nvidia,1,Win10
527,Lenovo,Notebook,15.6,24455.52,8,2.2,0,0,1366,768,Intel,i3,,6,0,2048,0,Nvidia,1,NoOS
528,Dell,Notebook,15.6,31168.8,4,2.3,0,0,1920,1080,Intel,i5,2.5,7,0,500,0,AMD,1,Win10
529,Dell,Notebook,15.6,73366.56,8,1.9,0,0,1920,1080,Intel,i5,2.8,7,256,0,0,Intel,0,Win10
530,Dell,Gaming,17.3,160520.3856,16,4.42,0,1,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,3,Win10
531,Toshiba,Notebook,15.6,45820.8,8,2.0,0,1,1920,1080,Intel,i5,2.5,7,0,500,0,Intel,0,Win10
532,Asus,Notebook,15.6,69210.72,8,2.0,0,1,3840,2160,Intel,i7,2.7,7,256,1024,0,Nvidia,2,Win10
533,Mediacom,Notebook,13.3,19660.32,4,1.2,0,1,1920,1080,Intel,Celeron,1.1,0,32,0,0,Intel,0,Win10
534,Asus,Gaming,15.6,87858.72,8,2.3,0,1,1920,1080,Intel,i5,2.5,7,128,1024,0,Nvidia,2,Win10
535,Dell,Notebook,15.6,72940.31999999999,8,1.93,0,0,1920,1080,Intel,i7,2.8,7,256,0,0,Nvidia,1,Win10
536,Dell,Notebook,15.6,42486.0048,8,2.2,0,0,1920,1080,Intel,i5,1.6,8,256,0,0,AMD,1,Win10
537,HP,Notebook,15.6,21258.1872,4,1.86,0,0,1920,1080,Intel,Pentium,1.6,0,256,0,0,Intel,0,Win10
538,HP,Gaming,17.3,95850.72,12,2.62,0,0,1920,1080,Intel,i7,2.8,7,0,1024,0,Nvidia,2,Win10
539,Lenovo,Notebook,14.0,45767.52,8,1.87,0,1,1920,1080,Intel,i7,2.7,7,256,0,0,Nvidia,1,Win10
540,Dell,Ultrabook,13.3,74538.72,8,1.2,1,0,3200,1800,Intel,i7,1.8,8,256,0,0,Intel,0,Win10
541,Dell,Notebook,14.0,39207.1536,4,1.6,0,0,1920,1080,Intel,i3,,6,128,0,0,Intel,0,Win10
542,HP,Ultrabook,13.3,61005.6,8,1.34,0,1,3200,1800,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
543,Acer,Gaming,15.6,42517.44,8,2.4,0,0,1920,1080,Intel,i5,2.5,7,0,1024,0,Nvidia,2,Linux
544,Asus,Notebook,15.6,18594.72,4,2.0,0,0,1366,768,AMD,Other,1.8,0,0,500,0,AMD,1,Win10
545,HP,Notebook,15.6,37589.04,4,2.1,0,0,1920,1080,Intel,i3,2.4,7,128,0,0,Intel,0,Win10
546,Lenovo,Notebook,14.0,41824.8,4,1.87,0,0,1920,1080,Intel,i5,2.5,7,0,500,0,Intel,0,Win10
547,Lenovo,Notebook,15.6,24634.008,4,2.15,0,0,1920,1080,Intel,i5,2.3,6,0,1024,0,Intel,0,NoOS
548,HP,Notebook,15.6,21152.16,4,1.86,0,0,1920,1080,Intel,i3,,6,0,500,0,Intel,0,Win10
549,Lenovo,Notebook,15.6,92121.12,8,1.99,0,1,1920,1080,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
550,Lenovo,Notebook,15.6,26586.72,4,2.2,0,0,1920,1080,Intel,i3,,6,128,0,0,Intel,0,Win10
551,Dell,Notebook,15.6,59513.2272,8,1.9,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
552,Dell,Gaming,17.3,143802.72,16,4.42,0,1,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,3,Win10
553,HP,Notebook,17.3,28992.312,8,2.65,0,0,1600,900,Intel,i3,,6,0,1024,0,Intel,0,Win10
554,HP,Notebook,17.3,68198.4,8,2.63,0,0,1920,1080,Intel,i7,2.7,7,0,1024,0,Nvidia,1,Win10
555,Asus,Notebook,15.6,11934.72,4,2.0,0,0,1366,768,Intel,Celeron,1.1,0,0,500,0,Intel,0,Linux
556,Mediacom,Notebook,13.3,13586.4,4,1.35,0,1,1920,1080,Intel,Atom,1.44,0,0,0,32,Intel,0,Win10
557,Lenovo,Notebook,17.3,50562.72,6,2.8,0,0,1600,900,Intel,i7,2.7,7,128,1024,0,Nvidia,1,Win10
558,HP,Notebook,15.6,30310.992,6,1.91,0,1,1920,1080,AMD,Other,2.5,9,128,0,0,AMD,1,Win10
559,Dell,Notebook,15.6,32921.712,4,2.18,0,0,1366,768,Intel,i3,,6,0,1024,0,AMD,1,Win10
560,Acer,2 in 1 Convertible,11.6,18594.72,4,1.25,1,1,1920,1080,Intel,Celeron,2.0,0,0,0,32,Intel,0,Win10
561,Lenovo,Notebook,15.6,33566.4,4,2.05,0,0,1920,1080,Intel,i3,2.7,7,128,0,0,Intel,0,Win10
562,HP,Ultrabook,13.3,104695.2,16,1.16,1,1,3200,1800,Intel,Other,1.2,0,512,0,0,Intel,0,Win10
563,Lenovo,Notebook,17.3,159786.72,8,3.4,0,1,1920,1080,Intel,i7,2.8,7,256,0,0,Nvidia,3,Win10
564,Asus,Notebook,15.6,44701.92,8,2.5,0,0,1920,1080,Intel,i5,2.5,7,128,1024,0,Nvidia,2,Win10
565,Dell,Ultrabook,13.3,85194.72,8,1.21,1,1,3840,2160,Intel,i5,1.6,8,128,0,0,Intel,0,Win10
566,Dell,Notebook,15.6,51095.52,4,1.93,0,0,1366,768,Intel,i5,2.6,7,0,500,0,Intel,0,Win10
567,Fujitsu,Notebook,15.6,39373.92,8,2.2,0,0,1366,768,Intel,i5,2.5,7,0,1024,0,Intel,0,Win10
568,Lenovo,Notebook,15.6,18328.32,4,2.2,0,0,1920,1080,Intel,Pentium,1.1,0,0,500,0,Intel,0,Win10
569,Lenovo,Notebook,14.0,52747.2,4,2.02,0,0,1366,768,Intel,i5,2.5,7,0,500,0,Intel,0,Win10
570,HP,Workstation,17.3,99153.5472,8,3.14,0,0,1600,900,Intel,i5,2.8,7,0,500,0,Nvidia,3,Win10
571,HP,Notebook,14.0,20725.92,8,1.94,0,0,1366,768,Intel,Pentium,1.6,0,0,2048,0,Intel,0,Win10
572,HP,Notebook,15.6,34578.72,6,1.95,0,1,1920,1080,AMD,Other,,0,256,0,0,AMD,1,Win10
573,Lenovo,Notebook,15.6,44222.4,8,2.3,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
574,Lenovo,Notebook,15.6,36496.8,4,2.05,0,0,1920,1080,Intel,i5,1.6,8,0,500,0,Intel,0,Win10
575,Mediacom,Notebook,14.0,13266.72,4,1.4,0,0,1920,1080,Intel,Atom,1.44,0,32,0,0,Intel,0,Win10
576,Toshiba,Ultrabook,14.0,99367.2,16,1.24,1,0,1920,1080,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
577,Lenovo,Gaming,17.3,141884.63999999998,32,4.6,0,1,1920,1080,Intel,i7,2.7,6,256,1024,0,Nvidia,3,Win10
578,MSI,Gaming,17.3,145401.12,16,4.14,0,0,1920,1080,Intel,i7,2.9,7,512,1024,0,Nvidia,3,Win10
579,Dell,Notebook,15.6,39907.2528,8,2.2,0,0,1920,1080,Intel,i7,2.7,7,256,0,0,AMD,1,Linux
580,Mediacom,Notebook,14.0,20725.92,4,1.45,0,1,1920,1080,Intel,Celeron,1.1,0,32,0,0,Intel,0,Win10
581,Dell,Notebook,15.6,53733.94559999999,8,1.9,0,0,1366,768,Intel,i5,2.6,7,0,500,0,Intel,0,Win10
582,HP,Notebook,13.3,38308.32,4,1.49,0,0,1920,1080,Intel,i3,2.4,7,128,0,0,Intel,0,Win10
583,Dell,Notebook,15.6,81912.13919999999,16,1.93,0,0,1920,1080,Intel,i7,2.8,7,256,0,0,Nvidia,1,Win10
584,Dell,Netbook,11.6,15717.6,4,1.26,0,0,1366,768,Intel,Celeron,1.6,0,0,0,16,Intel,0,Linux
585,MSI,Gaming,17.3,125154.72,16,4.5,0,0,1920,1080,Intel,i7,2.7,6,128,1024,0,Nvidia,1,Win10
586,HP,Gaming,17.3,79813.44,16,3.78,0,1,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,2,Win10
587,Lenovo,Ultrabook,14.0,89137.44,12,1.4,0,1,1920,1080,Intel,i7,2.6,6,256,0,0,Intel,0,Win10
588,Lenovo,Notebook,15.6,32447.52,12,2.2,1,0,1366,768,Intel,i7,1.8,8,0,1024,0,Intel,0,Win10
589,Asus,Gaming,17.3,94305.6,8,2.73,0,1,1920,1080,Intel,i5,2.5,7,128,1024,0,Nvidia,2,Win10
590,Asus,2 in 1 Convertible,15.6,39373.92,8,2.2,1,0,1366,768,Intel,i5,2.5,7,0,1024,0,Intel,0,Win10
591,Lenovo,Notebook,15.6,50562.72,12,2.2,0,0,1920,1080,AMD,Other,3.6,9,512,0,0,AMD,1,Win10
592,Dell,2 in 1 Convertible,11.6,32127.84,4,1.39,1,0,1366,768,Intel,Other,1.0,0,128,0,0,Intel,0,Win10
593,Samsung,Notebook,15.6,90522.72,16,2.5,0,0,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,2,Win10
594,Lenovo,Notebook,17.3,28185.12,4,2.8,0,0,1920,1080,Intel,i3,,6,0,500,0,Intel,0,NoOS
595,Lenovo,Notebook,15.6,24455.52,8,2.29,0,0,1366,768,Intel,i3,2.3,6,0,1024,0,Intel,0,Win10
596,Lenovo,2 in 1 Convertible,13.3,107892.0,8,1.37,1,1,1920,1080,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
597,Lenovo,Notebook,14.0,78534.72,8,1.7,0,1,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
598,Dell,2 in 1 Convertible,12.5,88977.59999999999,8,1.34,1,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
599,Dell,Workstation,15.6,93932.64,8,2.06,1,0,1920,1080,Intel,i7,2.8,7,256,0,0,Nvidia,3,Win10
600,HP,Notebook,15.6,64948.32,8,1.84,0,0,1920,1080,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
601,HP,Notebook,15.6,35616.6144,4,2.1,0,0,1366,768,Intel,i3,2.4,7,0,500,0,Intel,0,Win10
602,Acer,Notebook,14.0,17529.12,4,1.6,0,0,1920,1080,Intel,Celeron,1.1,0,0,0,32,Intel,0,Win10
603,MSI,Gaming,17.3,117162.72,16,4.14,0,0,1920,1080,Intel,i7,2.7,6,128,1024,0,Nvidia,1,Win10
604,Dell,Notebook,15.6,24775.2,4,2.18,0,0,1366,768,Intel,i3,,6,0,1024,0,AMD,1,Linux
605,MSI,Gaming,15.6,122490.72,16,1.8,0,0,3840,2160,Intel,i7,2.8,7,256,2048,0,Nvidia,2,Win10
606,Toshiba,Notebook,15.6,74538.72,8,2.2,0,1,1920,1080,Intel,i7,2.5,6,256,0,0,Intel,0,Win10
607,Lenovo,Notebook,15.6,30049.92,6,2.4,0,0,1920,1080,Intel,i5,2.5,7,0,1024,0,Intel,0,Win10
608,Lenovo,2 in 1 Convertible,15.6,69210.72,8,2.0,1,1,1920,1080,Intel,i7,2.8,7,256,0,0,Intel,0,Win10
609,Acer,Notebook,14.0,18594.72,4,1.6,0,0,1366,768,Intel,Pentium,1.6,0,0,0,128,Intel,0,Win10
610,Lenovo,Notebook,15.6,261018.72,32,2.5,0,1,3840,2160,Intel,Xeon,3.1,1,1024,0,0,Nvidia,3,Win10
611,Dell,Gaming,15.6,46833.6528,16,2.59,0,0,1920,1080,Intel,i7,2.6,6,0,1024,0,Nvidia,1,Win10
612,Dell,Notebook,15.6,23650.992,4,2.18,0,0,1366,768,Intel,i3,2.0,6,0,1024,0,Intel,0,Linux
613,Dell,Notebook,15.6,19127.52,4,2.25,0,0,1366,768,Intel,i3,2.0,6,0,1024,0,Intel,0,Linux
614,Dell,Notebook,15.6,46300.32,4,1.93,0,0,1366,768,Intel,i5,2.6,7,0,500,0,Intel,0,Linux
615,Asus,Gaming,17.3,62231.04,8,3.0,0,0,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,2,Win10
616,Dell,Notebook,15.6,30316.32,4,2.18,0,0,1920,1080,Intel,i5,2.5,7,128,0,0,AMD,1,Linux
